student_id,age,gender,academic_level,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score,country_name,country_name_std,country_code,gdp_2024,pop_2024,gdp_2023,pop_2023,gdp_latest,pop_latest,sleep_debt,usage_bucket,yoy_gdp_pct,yoy_pop_pct
222,21,Male,Graduate,5.8,TikTok,Yes,6.5,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.5,Heavy,6.983576959632873,1.0716580038544647
223,20,Female,Undergraduate,4.5,Instagram,No,7.5,8,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.5,Heavy,-0.6607999372627101,2.071198809790064
224,22,Male,Graduate,4.2,Facebook,No,7.8,7,In Relationship,2,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.20000000000000018,Heavy,3.4479014930467478,-0.4659881275903533
225,19,Female,Undergraduate,3.8,LINE,No,7.9,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.09999999999999964,Moderate,-4.020203532844426,-0.43470411386750285
226,21,Male,Graduate,5.5,Instagram,Yes,6.8,6,Single,3,7,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.2000000000000002,Heavy,2.970971957411311,-0.012631905477682065
227,20,Female,Undergraduate,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,1.5,Heavy,,0.07434549002439811
228,22,Male,Graduate,4.8,VKontakte,No,7.2,7,Single,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.7999999999999998,Heavy,5.152983130877517,-0.2032168980699126
229,19,Female,Undergraduate,7.0,TikTok,Yes,5.8,4,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.2,Extreme,4.2589103007234,0.9812042343123991
230,21,Male,Graduate,5.5,Instagram,Yes,6.7,6,Single,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.2999999999999998,Heavy,6.983576959632873,1.0716580038544647
231,20,Female,Undergraduate,4.7,Facebook,No,7.4,7,In Relationship,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.5999999999999996,Heavy,-0.6607999372627101,2.071198809790064
232,22,Male,Graduate,4.0,Instagram,No,7.9,8,Single,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.09999999999999964,Moderate,3.4479014930467478,-0.4659881275903533
233,19,Female,Undergraduate,3.5,LINE,No,8.0,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
234,21,Male,Graduate,5.7,TikTok,Yes,6.5,5,In Relationship,3,8,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.5,Heavy,2.970971957411311,-0.012631905477682065
235,20,Female,Undergraduate,5.0,KakaoTalk,Yes,6.8,6,Single,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,1.2000000000000002,Heavy,,0.07434549002439811
236,22,Male,Graduate,4.5,VKontakte,No,7.4,7,In Relationship,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.5999999999999996,Heavy,5.152983130877517,-0.2032168980699126
237,19,Female,Undergraduate,6.8,Instagram,Yes,5.9,4,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.0999999999999996,Extreme,4.2589103007234,0.9812042343123991
238,21,Male,Graduate,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.4000000000000004,Heavy,6.983576959632873,1.0716580038544647
239,20,Female,Undergraduate,4.6,Instagram,No,7.3,7,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.7000000000000002,Heavy,-0.6607999372627101,2.071198809790064
240,22,Male,Graduate,4.1,Facebook,No,7.7,8,In Relationship,2,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.2999999999999998,Heavy,3.4479014930467478,-0.4659881275903533
241,19,Female,Undergraduate,3.7,LINE,No,7.8,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.20000000000000018,Moderate,-4.020203532844426,-0.43470411386750285
242,21,Male,Graduate,5.4,Instagram,Yes,6.7,5,Single,3,7,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.2999999999999998,Heavy,2.970971957411311,-0.012631905477682065
243,20,Female,Undergraduate,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,1.4000000000000004,Heavy,,0.07434549002439811
244,22,Male,Graduate,4.7,VKontakte,No,7.3,7,Single,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.7000000000000002,Heavy,5.152983130877517,-0.2032168980699126
245,19,Female,Undergraduate,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.3,Extreme,4.2589103007234,0.9812042343123991
246,21,Male,Graduate,5.7,Instagram,Yes,6.4,6,Single,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.5999999999999996,Heavy,6.983576959632873,1.0716580038544647
247,20,Female,Undergraduate,4.8,Facebook,No,7.2,7,In Relationship,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.7999999999999998,Heavy,-0.6607999372627101,2.071198809790064
248,22,Male,Graduate,3.9,Instagram,No,7.8,8,Single,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.20000000000000018,Moderate,3.4479014930467478,-0.4659881275903533
249,19,Female,Undergraduate,3.6,LINE,No,8.1,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
250,21,Male,Graduate,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.4000000000000004,Heavy,2.970971957411311,-0.012631905477682065
251,20,Female,Undergraduate,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,1.0999999999999996,Heavy,,0.07434549002439811
252,22,Male,Graduate,4.6,VKontakte,No,7.5,7,In Relationship,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.5,Heavy,5.152983130877517,-0.2032168980699126
253,19,Female,Undergraduate,6.7,Instagram,Yes,5.8,4,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.2,Extreme,4.2589103007234,0.9812042343123991
254,21,Male,Graduate,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.5,Heavy,6.983576959632873,1.0716580038544647
255,20,Female,Undergraduate,4.4,Instagram,No,7.4,7,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.5999999999999996,Heavy,-0.6607999372627101,2.071198809790064
256,22,Male,Graduate,4.0,Facebook,No,7.6,8,In Relationship,2,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.40000000000000036,Moderate,3.4479014930467478,-0.4659881275903533
257,19,Female,Undergraduate,3.4,LINE,No,8.2,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
258,21,Male,Graduate,5.3,Instagram,Yes,6.8,5,Single,3,7,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.2000000000000002,Heavy,2.970971957411311,-0.012631905477682065
259,20,Female,Undergraduate,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,1.2999999999999998,Heavy,,0.07434549002439811
260,22,Male,Graduate,4.4,VKontakte,No,7.6,7,Single,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.40000000000000036,Heavy,5.152983130877517,-0.2032168980699126
261,19,Female,Undergraduate,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.4000000000000004,Extreme,4.2589103007234,0.9812042343123991
262,21,Male,Graduate,5.3,Instagram,Yes,6.3,6,Single,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.7000000000000002,Heavy,6.983576959632873,1.0716580038544647
263,20,Female,Undergraduate,4.3,Facebook,No,7.5,7,In Relationship,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.5,Heavy,-0.6607999372627101,2.071198809790064
264,22,Male,Graduate,3.8,Instagram,No,7.7,8,Single,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.2999999999999998,Moderate,3.4479014930467478,-0.4659881275903533
265,19,Female,Undergraduate,3.3,LINE,No,8.3,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
266,21,Male,Graduate,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.0999999999999996,Heavy,2.970971957411311,-0.012631905477682065
267,20,Female,Undergraduate,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,1.0,Heavy,,0.07434549002439811
268,22,Male,Graduate,4.3,VKontakte,No,7.7,7,In Relationship,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.2999999999999998,Heavy,5.152983130877517,-0.2032168980699126
269,19,Female,Undergraduate,6.4,Instagram,Yes,5.7,4,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.3,Extreme,4.2589103007234,0.9812042343123991
270,21,Male,Graduate,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.5999999999999996,Heavy,6.983576959632873,1.0716580038544647
271,20,Female,Undergraduate,4.5,Instagram,No,7.3,7,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.7000000000000002,Heavy,-0.6607999372627101,2.071198809790064
272,22,Male,Graduate,3.7,Facebook,No,7.8,8,In Relationship,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.20000000000000018,Moderate,3.4479014930467478,-0.4659881275903533
273,19,Female,Undergraduate,3.2,LINE,No,8.4,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
274,21,Male,Graduate,5.4,Instagram,Yes,6.7,5,Single,3,7,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.2999999999999998,Heavy,2.970971957411311,-0.012631905477682065
275,20,Female,Undergraduate,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,0.9000000000000004,Heavy,,0.07434549002439811
276,22,Male,Graduate,4.2,VKontakte,No,7.8,7,Single,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.20000000000000018,Heavy,5.152983130877517,-0.2032168980699126
277,19,Female,Undergraduate,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.5,Extreme,4.2589103007234,0.9812042343123991
278,21,Male,Graduate,5.1,Instagram,Yes,6.5,6,Single,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.5,Heavy,6.983576959632873,1.0716580038544647
279,20,Female,Undergraduate,4.4,Facebook,No,7.4,7,In Relationship,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.5999999999999996,Heavy,-0.6607999372627101,2.071198809790064
280,22,Male,Graduate,3.6,Instagram,No,7.9,8,Single,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.09999999999999964,Moderate,3.4479014930467478,-0.4659881275903533
281,19,Female,Undergraduate,3.1,LINE,No,8.5,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
282,21,Male,Graduate,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.2000000000000002,Heavy,2.970971957411311,-0.012631905477682065
283,20,Female,Undergraduate,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,0.7999999999999998,Heavy,,0.07434549002439811
284,22,Male,Graduate,4.1,VKontakte,No,7.9,7,In Relationship,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.09999999999999964,Heavy,5.152983130877517,-0.2032168980699126
285,19,Female,Undergraduate,6.7,Instagram,Yes,5.4,4,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.5999999999999996,Extreme,4.2589103007234,0.9812042343123991
286,21,Male,Graduate,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.4000000000000004,Heavy,6.983576959632873,1.0716580038544647
287,20,Female,Undergraduate,4.3,Instagram,No,7.5,7,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.5,Heavy,-0.6607999372627101,2.071198809790064
288,22,Male,Graduate,3.5,Facebook,No,8.0,8,In Relationship,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.0,Moderate,3.4479014930467478,-0.4659881275903533
289,19,Female,Undergraduate,3.0,LINE,No,8.6,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
290,21,Male,Graduate,5.2,Instagram,Yes,6.9,5,Single,3,7,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.0999999999999996,Heavy,2.970971957411311,-0.012631905477682065
291,20,Female,Undergraduate,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,0.7000000000000002,Heavy,,0.07434549002439811
292,22,Male,Graduate,4.0,VKontakte,No,8.0,7,Single,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.0,Moderate,5.152983130877517,-0.2032168980699126
293,19,Female,Undergraduate,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.7,Extreme,4.2589103007234,0.9812042343123991
294,21,Male,Graduate,4.9,Instagram,Yes,6.7,6,Single,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.2999999999999998,Heavy,6.983576959632873,1.0716580038544647
295,20,Female,Undergraduate,4.2,Facebook,No,7.6,7,In Relationship,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.40000000000000036,Heavy,-0.6607999372627101,2.071198809790064
296,22,Male,Graduate,3.4,Instagram,No,8.1,8,Single,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.0,Moderate,3.4479014930467478,-0.4659881275903533
297,19,Female,Undergraduate,2.9,LINE,No,8.7,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
298,21,Male,Graduate,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,1.0,Heavy,2.970971957411311,-0.012631905477682065
299,20,Female,Undergraduate,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,0.5999999999999996,Heavy,,0.07434549002439811
300,22,Male,Graduate,3.9,VKontakte,No,8.1,7,In Relationship,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.0,Moderate,5.152983130877517,-0.2032168980699126
301,19,Female,Undergraduate,6.9,Instagram,Yes,5.2,4,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.8,Extreme,4.2589103007234,0.9812042343123991
302,21,Male,Graduate,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.2000000000000002,Heavy,6.983576959632873,1.0716580038544647
303,20,Female,Undergraduate,4.1,Instagram,No,7.7,7,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.2999999999999998,Heavy,-0.6607999372627101,2.071198809790064
304,22,Male,Graduate,3.3,Facebook,No,8.2,8,In Relationship,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.0,Moderate,3.4479014930467478,-0.4659881275903533
305,19,Female,Undergraduate,2.8,LINE,No,8.8,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
306,21,Male,Graduate,5.0,Instagram,Yes,7.1,5,Single,3,7,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,0.9000000000000004,Heavy,2.970971957411311,-0.012631905477682065
307,20,Female,Undergraduate,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,0.5,Heavy,,0.07434549002439811
308,22,Male,Graduate,3.8,VKontakte,No,8.2,7,Single,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.0,Moderate,5.152983130877517,-0.2032168980699126
309,19,Female,Undergraduate,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.9000000000000004,Extreme,4.2589103007234,0.9812042343123991
310,21,Male,Graduate,4.7,Instagram,Yes,6.9,6,Single,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.0999999999999996,Heavy,6.983576959632873,1.0716580038544647
311,20,Female,Undergraduate,4.0,Facebook,No,7.8,7,In Relationship,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.20000000000000018,Moderate,-0.6607999372627101,2.071198809790064
312,22,Male,Graduate,3.2,Instagram,No,8.3,8,Single,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.0,Moderate,3.4479014930467478,-0.4659881275903533
313,19,Female,Undergraduate,2.7,LINE,No,8.9,8,Single,1,3,Japan,Japan,JPN,32475.8924992191,123975371.0,33836.1756271617,124516650.0,32475.8924992191,123975371.0,0.0,Moderate,-4.020203532844426,-0.43470411386750285
314,21,Male,Graduate,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,Italy,Italy,ITA,40226.0472416173,58986023.0,39065.4244365633,58993475.0,40226.0472416173,58986023.0,0.7999999999999998,Heavy,2.970971957411311,-0.012631905477682065
315,20,Female,Undergraduate,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,South Korea,"Korea, Rep.",KOR,,51751065.0,33121.3712885508,51712619.0,33121.3712885508,51751065.0,0.40000000000000036,Heavy,,0.07434549002439811
316,22,Male,Graduate,3.7,VKontakte,No,8.3,7,In Relationship,2,5,Russia,Russian Federation,RUS,14889.0185546875,143533851.0,14159.3876953125,143826130.0,14889.0185546875,143533851.0,0.0,Moderate,5.152983130877517,-0.2032168980699126
317,19,Female,Undergraduate,7.1,Instagram,Yes,5.0,4,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.0,Extreme,4.2589103007234,0.9812042343123991
318,21,Male,Graduate,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,UK,United Kingdom,GBR,52636.7865943853,69226000.0,49200.8101526146,68492000.0,52636.7865943853,69226000.0,1.0,Heavy,6.983576959632873,1.0716580038544647
319,20,Female,Undergraduate,3.9,Instagram,No,7.9,7,Single,2,5,Australia,Australia,AUS,64407.484256932,27204809.0,64835.9199754535,26652777.0,64407.484256932,27204809.0,0.09999999999999964,Moderate,-0.6607999372627101,2.071198809790064
320,22,Male,Graduate,3.1,Facebook,No,8.4,8,In Relationship,1,4,Germany,Germany,DEU,55800.2194549412,83510950.0,53940.4073447462,83901923.0,55800.2194549412,83510950.0,0.0,Moderate,3.4479014930467478,-0.4659881275903533
321,19,Female,Undergraduate,5.2,Instagram,Yes,6.8,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,1.2000000000000002,Heavy,5.335868030817975,0.9498383694352042
322,21,Male,Graduate,4.1,Facebook,No,7.8,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.20000000000000018,Heavy,4.963749954718434,0.5051327133630809
323,20,Female,Undergraduate,5.0,Instagram,Yes,7.0,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,1.0,Heavy,3.3002305429823706,1.368923807370563
324,22,Male,Graduate,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,1.5,Heavy,6.582437452528262,0.894685141511051
325,19,Female,Undergraduate,4.0,Instagram,No,7.9,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.09999999999999964,Moderate,3.018995158430942,1.6427483375792762
326,21,Male,Graduate,5.5,Instagram,Yes,6.7,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,1.2999999999999998,Heavy,18.065698592111797,0.2258351253337715
327,20,Female,Undergraduate,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.5,Extreme,4.2589103007234,0.9812042343123991
328,22,Male,Graduate,5.6,WhatsApp,Yes,6.6,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,1.4000000000000004,Heavy,2.3999044620948546,0.864228520726634
329,19,Female,Undergraduate,4.5,Instagram,No,7.5,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.5,Heavy,3.265881910250046,0.3356573950363703
330,21,Male,Graduate,5.3,Instagram,Yes,6.9,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,1.0999999999999996,Heavy,0.11488145296135578,3.00651260753681
331,20,Female,Undergraduate,5.1,TikTok,Yes,6.7,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,1.2999999999999998,Heavy,5.335868030817975,0.9498383694352042
332,22,Male,Graduate,3.9,Facebook,No,7.9,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.09999999999999964,Moderate,4.963749954718434,0.5051327133630809
333,19,Female,Undergraduate,4.8,Instagram,Yes,7.1,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.9000000000000004,Heavy,3.3002305429823706,1.368923807370563
